02/11/2022 19:50:47.848162 ./pingserver:     Creating C150NastyDgmSocket(nastiness=0)
02/11/2022 19:51:11.185711 ./pingserver:     C150DgmSocket::read: successful read with len=5 |Nine.|
02/11/2022 19:51:11.185733 ./pingserver:     C150NastyDgmSocket::read: delivering packet of length 5 |Nine.|
02/11/2022 19:51:11.185754 ./pingserver:     Successfully read 5 bytes. Message="Nine"
02/11/2022 19:51:11.185776 ./pingserver:     Responding with message="You said Nine. Don't you know how to play ping pong?"
02/11/2022 19:51:11.185802 ./pingserver:     C150DgmSocket::write: attempting to send packet with len=53 |You said Nine. Don't you know how to play ping pong?.|
02/11/2022 19:51:11.185865 ./pingserver:     C150DgmSocket::write: Success writing packet with len=53 |You said Nine. Don't you know how to play ping pong?.|
02/11/2022 19:51:12.907204 ./pingserver:     C150DgmSocket::read: successful read with len=4 |Ten.|
02/11/2022 19:51:12.907238 ./pingserver:     C150NastyDgmSocket::read: delivering packet of length 4 |Ten.|
02/11/2022 19:51:12.907270 ./pingserver:     Successfully read 4 bytes. Message="Ten"
02/11/2022 19:51:12.907303 ./pingserver:     Responding with message="You said Ten. Don't you know how to play ping pong?"
02/11/2022 19:51:12.907341 ./pingserver:     C150DgmSocket::write: attempting to send packet with len=52 |You said Ten. Don't you know how to play ping pong?.|
02/11/2022 19:51:12.907476 ./pingserver:     C150DgmSocket::write: Success writing packet with len=52 |You said Ten. Don't you know how to play ping pong?.|
